"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34"
"11",5633.051317068,5627.862623396,5632.627411114,5623.713895925,5627.71083197,5627.819612107,5628.231676238,5629.060186998,5631.613230969,2.405418069,0,5.185362288,2.676702929,3.341174247,4.749310985,13.072859613,0.712324384,1.034583407,1941.230601017,1935.726849554,1941.441336315,1933.625380322,1936.917489174,1937.251153751,1935.293126582,12430.282372158,12434.535091475,12430.156497387,12435.357308653,12430.858017866,12425.949874051,12434.008536294,12426.415966503,12432.982142244
"12",5628.33312104,5633.047985684,5627.442048826,5628.059163973,5626.063110714,5623.998121453,5626.57264111,5634.245549286,5629.965509713,2.779944219,5.185362288,0,2.508659359,4.988895503,6.397032241,14.720580869,4.475362072,4.651878115,1946.086489511,1931.910512734,1937.053808587,1936.573634106,1932.02623443,1932.329460731,1932.344235706,12428.634650902,12432.887370219,12428.508776131,12433.709587397,12429.21029661,12431.135236339,12432.360815038,12431.601328791,12431.334420988
"13",5630.374614139,5630.539326325,5629.950708185,5625.550504614,5627.812741699,5625.747752438,5628.322272095,5631.736889927,5631.715140698,0.3146326,2.676702929,2.508659359,0,3.239264518,4.647401256,12.970949884,1.966702713,2.143218756,1943.577830152,1933.050146625,1938.803439572,1934.064974747,1934.240786245,1934.574450822,1934.009903023,12430.384281887,12434.637001204,12430.258407116,12435.459218382,12430.959927595,12428.62657698,12434.110446023,12429.092669432,12433.084051973
"14",5633.322016543,5629.183977323,5631.831607679,5627.055070172,5631.052006217,5628.987016956,5631.561536613,5630.381540925,5634.954405216,2.924631918,3.341174247,4.988895503,3.239264518,0,1.408136738,10.476923954,4.053498631,4.375757654,1942.22248115,1935.549584613,1942.04270409,1932.709625745,1935.596135247,1937.318356234,1937.249167541,12433.623546405,12437.876265722,12433.497671634,12438.6984829,12434.199192113,12427.909625018,12437.349710541,12429.37993997,12436.323316491
"15",5634.730153281,5629.082610621,5633.239744417,5628.46320691,5632.460142955,5630.395153694,5632.969673351,5630.280174223,5636.362541954,4.332768656,4.749310985,6.397032241,4.647401256,1.408136738,0,10.375557252,5.461635369,5.783894392,1942.121114448,1936.957721351,1943.450840828,1933.575930663,1936.822797811,1938.726492972,1938.657304279,12435.031683143,12439.28440246,12434.905808372,12440.106619638,12435.607328851,12429.317761756,12438.757847279,12430.788076708,12437.731453229
"16",5643.053701909,5631.666480249,5641.782981141,5636.786755538,5640.783691583,5638.718702322,5641.293221979,5631.334986951,5644.686090582,12.656317284,13.072859613,14.720580869,12.970949884,10.476923954,10.375557252,0,13.785183997,14.10744302,1934.294258596,1945.281269979,1951.774389456,1941.899479291,1946.073059201,1947.0500416,1946.980852907,12443.355231771,12447.607951088,12443.229357,12448.430168266,12443.930877479,12437.641310384,12447.081395907,12439.111625336,12446.055001857
"17",5632.341316852,5628.572623612,5631.917410898,5623.583801901,5626.998507586,5627.109611891,5627.521676022,5629.770187214,5630.900906585,1.695417853,0.712324384,4.475362072,1.966702713,4.053498631,5.461635369,13.785183997,0,0.322259023,1941.942925401,1935.016849338,1940.731336099,1934.337704706,1936.207488958,1936.541153535,1934.583126366,12429.570047774,12433.822767091,12429.444173003,12434.644984269,12430.145693482,12426.659874267,12433.29621191,12427.125966719,12432.26981786
"18",5632.517832895,5628.668962771,5632.093926941,5623.548687482,5626.676248563,5627.286127934,5627.698192065,5629.593671171,5630.747690554,1.871933896,1.034583407,4.651878115,2.143218756,4.375757654,5.783894392,14.10744302,0.322259023,0,1942.265184424,1935.193365381,1940.907852142,1934.659963729,1936.384005001,1936.717669578,1934.759642409,12429.247788751,12433.500508068,12429.12191398,12434.322725246,12429.823434459,12426.483358224,12432.973952887,12426.949450676,12431.947558837
"19",3717.012444291,3702.884221653,3716.588538337,3708.004496942,3712.001432987,3711.78073933,3712.510963383,3702.552728355,3715.903831986,1943.306545292,1941.230601017,1946.086489511,1943.577830152,1942.22248115,1942.121114448,1934.294258596,1941.942925401,1942.265184424,0,14.175976777,19.890463538,9.512855405,15.366616397,15.700280974,13.742253805,10527.184973175,10531.437692492,10527.059098404,10532.25990967,10527.760618883,10521.471051788,10530.911137311,10522.94136674,10529.884743261
"20",3703.28443193,3706.64947295,3702.41256156,3701.660651239,3701.014421604,3698.949432343,3701.523952,3707.847036552,3704.916820603,1933.321431485,1935.726849554,1931.910512734,1933.050146625,1935.549584613,1936.957721351,1945.281269979,1935.016849338,1935.193365381,14.175976777,0,6.493119477,4.663121372,1.19063962,1.768771621,1.699582928,10516.197961792,10520.450681109,10516.072087021,10521.272898287,10516.7736075,10517.348723605,10519.924125928,10517.814816057,10518.897731878
"21",3698.008687547,3712.363959711,3699.499096411,3707.375138,3705.010011957,3702.909724208,3702.497660077,3713.561523313,3699.448161588,1939.118072172,1941.441336315,1937.053808587,1938.803439572,1942.04270409,1943.450840828,1951.774389456,1940.731336099,1940.907852142,19.890463538,6.493119477,0,10.377608133,6.628043017,4.724347856,6.148209733,10518.908884241,10513.957561632,10520.315706264,10514.894043646,10517.425545413,10523.063210366,10515.441108087,10523.529302818,10517.384653351
"22",3707.499588886,3701.986351578,3707.075682932,3700.399276247,3704.396212292,3702.331223031,3704.905742688,3703.18391518,3708.298611291,1933.793689887,1933.625380322,1936.573634106,1934.064974747,1932.709625745,1933.575930663,1941.899479291,1934.337704706,1934.659963729,9.512855405,4.663121372,10.377608133,0,5.853760992,6.187425569,5.081373616,10519.57975248,10523.832471797,10519.453877709,10524.654688975,10520.155398188,10513.865831093,10523.305916616,10515.336146045,10522.279522566
"23",3703.41935547,3707.84011257,3701.928946606,3702.851290859,3701.149345144,3699.084355883,3701.65887554,3709.037676172,3705.051744143,1934.512071105,1936.917489174,1932.02623443,1934.240786245,1935.596135247,1936.822797811,1946.073059201,1936.207488958,1936.384005001,15.366616397,1.19063962,6.628043017,5.853760992,0,1.903695161,1.834506468,10516.332885332,10520.585604649,10516.207010561,10521.407821827,10516.90853104,10518.539363225,10520.059049468,10519.005455677,10519.032655418
"24",3701.515660309,3708.173777147,3700.888257363,3703.184955436,3700.819829393,3698.719541644,3699.755180379,3709.371340749,3703.148048982,1934.845735682,1937.251153751,1932.329460731,1934.574450822,1937.318356234,1938.726492972,1947.0500416,1936.541153535,1936.717669578,15.700280974,1.768771621,4.724347856,6.187425569,1.903695161,0,1.958027169,10514.718701677,10518.681909488,10516.1255237,10519.504126666,10515.004835879,10518.873027802,10518.155354307,10519.339120254,10517.128960257
"25",3703.270190486,3706.215749978,3702.846284532,3701.226928267,3699.314838676,3698.038485525,3699.824369072,3707.41331358,3703.217237675,1934.324535623,1935.293126582,1932.344235706,1934.009903023,1937.249167541,1938.657304279,1946.980852907,1934.583126366,1934.759642409,13.742253805,1.699582928,6.148209733,5.081373616,1.834506468,1.958027169,0,10514.498378864,10518.751098181,10514.372504093,10519.573315359,10515.074024572,10516.915000633,10518.224543,10517.381093085,10517.19814895
"26",6824.988864994,6828.058751522,6824.56495904,6822.938476233,6818.941540188,6821.006529449,6820.169224164,6828.39024482,6823.218722653,12430.698914487,12430.282372158,12428.634650902,12430.384281887,12433.623546405,12435.031683143,12443.355231771,12429.570047774,12429.247788751,10527.184973175,10516.197961792,10518.908884241,10519.57975248,10516.332885332,10514.718701677,10514.498378864,0,6.001585407,1.406822023,5.074936495,1.483338828,5.713921387,3.726164136,4.620418577,2.699770086
"27",6820.924249179,6832.311470839,6822.414658043,6827.19119555,6823.828713123,6825.259248766,6822.684729109,6832.642964137,6819.291860506,12434.951633804,12434.535091475,12432.887370219,12434.637001204,12437.876265722,12439.28440246,12447.607951088,12433.822767091,12433.500508068,10531.437692492,10520.450681109,10513.957561632,10523.832471797,10520.585604649,10518.681909488,10518.751098181,6.001585407,0,7.40840743,1.986744812,4.518246579,10.155911532,2.533809253,10.622003984,4.477354517
"28",6826.395687017,6827.932876751,6825.971781063,6822.812601462,6819.063694307,6821.163982056,6821.576046187,6828.264370049,6824.625544676,12430.573039716,12430.156497387,12428.508776131,12430.258407116,12433.497671634,12434.905808372,12443.229357,12429.444173003,12429.12191398,10527.059098404,10516.072087021,10520.315706264,10519.453877709,10516.207010561,10516.1255237,10514.372504093,1.406822023,7.40840743,0,5.421662618,2.890160851,5.588046616,4.874598177,4.117731664,2.931052913
"29",6821.746466357,6833.133688017,6823.236875221,6828.013412728,6824.016476683,6826.081465944,6823.506946287,6833.465181315,6820.114077684,12435.773850982,12435.357308653,12433.709587397,12435.459218382,12438.6984829,12440.106619638,12448.430168266,12434.644984269,12434.322725246,10532.25990967,10521.272898287,10514.894043646,10524.654688975,10521.407821827,10519.504126666,10519.573315359,5.074936495,1.986744812,5.421662618,0,4.499290787,10.788857882,1.348772359,9.31854293,2.490609705
"30",6823.505526166,6828.63439723,6823.081620212,6823.514121941,6819.517185896,6821.582175157,6819.0076555,6828.965890528,6821.735383825,12431.274560195,12430.858017866,12429.21029661,12430.959927595,12434.199192113,12435.607328851,12443.930877479,12430.145693482,12429.823434459,10527.760618883,10516.7736075,10517.425545413,10520.155398188,10516.90853104,10515.004835879,10515.074024572,1.483338828,4.518246579,2.890160851,4.499290787,0,6.289567095,3.150518428,6.103757405,2.124124378
"31",6829.143191119,6822.344830135,6828.719285165,6819.446072366,6822.256381199,6823.911486158,6824.323550289,6822.676323433,6827.373048778,12428.35529212,12425.949874051,12431.135236339,12428.62657698,12427.909625018,12429.317761756,12437.641310384,12426.659874267,12426.483358224,10521.471051788,10517.348723605,10523.063210366,10513.865831093,10518.539363225,10518.873027802,10516.915000633,5.713921387,10.155911532,5.588046616,10.788857882,6.289567095,0,9.440085523,1.470314952,8.413691473
"32",6821.52108884,6831.784915658,6821.888102862,6826.664640369,6822.667704324,6824.732693585,6822.158173928,6832.116408956,6819.750946499,12434.425078623,12434.008536294,12432.360815038,12434.110446023,12437.349710541,12438.757847279,12447.081395907,12433.29621191,12432.973952887,10530.911137311,10519.924125928,10515.441108087,10523.305916616,10520.059049468,10518.155354307,10518.224543,3.726164136,2.533809253,4.874598177,1.348772359,3.150518428,9.440085523,0,8.088194731,1.943545264
"33",6829.609283571,6823.815145087,6829.185377617,6819.912164818,6822.277290861,6824.37757861,6824.789642741,6824.146638385,6827.83914123,12428.821384572,12426.415966503,12431.601328791,12429.092669432,12429.37993997,12430.788076708,12439.111625336,12427.125966719,12426.949450676,10522.94136674,10517.814816057,10523.529302818,10515.336146045,10519.005455677,10519.339120254,10517.381093085,4.620418577,10.622003984,4.117731664,9.31854293,6.103757405,1.470314952,8.088194731,0,6.943376521
"34",6823.464634104,6830.758521608,6823.04072815,6825.638246319,6821.641310274,6823.706299535,6821.131779878,6831.090014906,6821.694491763,12433.398684573,12432.982142244,12431.334420988,12433.084051973,12436.323316491,12437.731453229,12446.055001857,12432.26981786,12431.947558837,10529.884743261,10518.897731878,10517.384653351,10522.279522566,10519.032655418,10517.128960257,10517.19814895,2.699770086,4.477354517,2.931052913,2.490609705,2.124124378,8.413691473,1.943545264,6.943376521,0
