Date,Time,Sample_ID,Treatment ,Site,Set,Replicate,Sample_Number,DO_mg,DO_P,Temp,Sal,spec_pH,TA,pCO2,OmegaCa
12/15/18,20:38,UC-2-01-L,Low,Urbanna Creek,Set2,1,15,12.5,115.9,9.6,4.69,7.60116942,,410.631314,0.14065511
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:46,UC-2-07-L,Low,Urbanna Creek,Set2,7,16,11.86,107,9.4,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:50,MR-2-07-L,Low,Merroir,Set2,7,19,11.85,107.3,9.2,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:53,PR-2-05-L,Low,Piankatank,Set2,5,22,11.99,108.2,9.4,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:55,UC-2-02-L,Low,Urbanna Creek,Set2,2,24,11.73,106.7,9.7,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:42,PR-2-02-L,Low,Piankatank,Set2,2,26,11.99,106.8,8.9,4.69,7.59662617,,412.891452,0.13503415
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:58,PR-2-04-L,Low,Piankatank,Set2,4,28,11.99,108.1,9.3,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:10,UC-2-04-L,Low,Urbanna Creek,Set2,4,29,13.18,118.5,8.4,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:12,VP-2-01-L,Low,VIMS Pier,Set2,1,30,12.69,112.7,8.3,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:23,UC-2-06-L,Low,Urbanna Creek,Set2,6,36,12.14,108.1,8.8,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:24,VP-2-07-L,Low,VIMS Pier,Set2,7,37,12.17,108.2,8.8,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:16,VP-2-02-L,Low,VIMS Pier,Set2,2,41,12.27,108.3,8.4,4.69,7.58888963,,418.895184,0.12983528
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:49,PR-2-01-L,Low,Piankatank,Set2,1,48,12.05,108.1,8.8,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:08,MR-2-01-L,Low,Merroir,Set2,1,1,13.03,118,8.5,4.7,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:21,UC-2-03-L,Low,Urbanna Creek,Set2,3,7,12.07,107.7,8.7,4.7,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:19,VP-2-04-L,Low,VIMS Pier,Set2,4,33,12.2,108.6,8.7,4.7,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:27,PR-2-07-L,Low,Piankatank,Set2,7,42,12.03,108,9.1,4.7,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:41,UC-2-05-L,Low,Urbanna Creek,Set2,5,44,12.5,111.3,8.3,4.7,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:44,MR-2-06-L,Low,Merroir,Set2,6,51,12.3,108.9,8.4,4.7,7.61889579,,390.278004,0.13898494
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:52,VP-2-03-L,Low,VIMS Pier,Set2,3,52,12.05,107.7,8.9,4.7,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:12,PR-2-06-L,Low,Piankatank,Set2,6,3,12.08,107.1,8.6,4.72,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/16/18,7:55,MR-2-01-L,Low,Merroir,Set2,1,1,13.11,120.7,8.3,5.08,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:06,PR-2-06-L,Low,Piankatank,Set2,6,3,11.96,106.4,8.3,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:26,MR-2-05-L,Low,Merroir,Set2,5,10,12.09,106.4,8.1,5.1,7.61494224,,389.942705,0.13846678
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:46,UC-2-01-L,Low,Urbanna Creek,Set2,1,15,11.58,104.8,9.5,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:49,UC-2-07-L,Low,Urbanna Creek,Set2,7,16,11.8,105.9,9,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:13,UC-2-02-L,Low,Urbanna Creek,Set2,2,24,11.8,105.7,8.9,5.1,7.61626421,,391.052071,0.14379121
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:20,MR-2-02-L,Low,Merroir,Set2,2,25,11.76,105.1,8.8,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:24,PR-2-02-L,Low,Piankatank,Set2,2,26,12.02,106.7,8.5,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:02,VP-2-05-L,Low,VIMS Pier,Set2,5,34,12.23,107.6,8.1,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:44,MR-2-04-L,Low,Merroir,Set2,4,46,12.05,106.2,8.2,5.1,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:18,UC-2-03-L,Low,Urbanna Creek,Set2,3,7,12.17,107,8.1,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:29,PR-2-03-L,Low,Piankatank,Set2,3,11,12.08,106.8,8.2,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:03,PR-2-05-L,Low,Piankatank,Set2,5,22,10.3,93.5,9.4,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:29,PR-2-04-L,Low,Piankatank,Set2,4,28,12,106.4,8.5,5.11,7.61186451,,393.953002,0.13992134
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:35,UC-2-04-L,Low,Urbanna Creek,Set2,4,29,12.14,107.2,8.2,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,9:38,VP-2-01-L,Low,VIMS Pier,Set2,1,30,12.3,108.4,8.1,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:03,VP-2-06-L,Low,VIMS Pier,Set2,6,35,12.18,107.1,8.1,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:05,UC-2-06-L,Low,Urbanna Creek,Set2,6,36,12.05,106.2,8.1,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:07,VP-2-07-L,Low,VIMS Pier,Set2,7,37,12.22,107.4,8.1,5.11,7.1908547,,386.08205,0.13982518
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:17,MR-2-03-L,Low,Merroir,Set2,3,38,12.13,106.9,8.2,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:48,PR-2-01-L,Low,Piankatank,Set2,1,48,12.04,106.6,8.3,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:55,VP-2-03-L,Low,VIMS Pier,Set2,3,52,12.14,107.1,8.2,5.11,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,8:57,MR-2-07-L,Low,Merroir,Set2,7,19,11.98,106.6,8.6,5.12,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:00,VP-2-04-L,Low,VIMS Pier,Set2,4,33,12.2,107.3,8,5.12,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:29,VP-2-02-L,Low,VIMS Pier,Set2,2,41,12.16,107.5,8.1,5.12,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:32,PR-2-07-L,Low,Piankatank,Set2,7,42,12.09,106.6,8.2,5.12,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:39,UC-2-05-L,Low,Urbanna Creek,Set2,5,44,12.08,106.6,8.1,5.12,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
12/16/18,10:52,MR-2-06-L,Low,Merroir,Set2,6,51,12.21,107.4,8.1,5.12,,,,
12/15/18,19:53,All-L,Low,Sump,Set2,1,Sump,10.95,120.1,16,5.06,7.57492001,,453.666511,0.17825648
